"Date","Location","Latitude","Longitude","Trap_Type","Quinx","Aeae","Aealb","Aem","Cxn","Psc","YearMonth","UTM_E","UTM_N","NDVI","Precip","TMean","WindMean","nightlight","Elevation"
2018-08-06,"Lasalle A",18.52258333,-72.38786111,"CDC Gravid",36,2,0,2,1,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-06,"Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",18,11,1,4,1,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-06,"Lasalle A",18.52258333,-72.38786111,"CDC LT",25,4,0,1,1,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-06,"Jean jean",18.47418056,-72.54289167,"CDC Gravid",0,2,2,1,5,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-06,"Jean jean",18.47418056,-72.54289167,"BG- Sentinel",14,7,6,0,10,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-06,"Jean jean",18.47418056,-72.54289167,"CDC LT",0,0,0,6,0,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-07,"Lasalle A",18.52258333,-72.38786111,"CDC Gravid",10,8,1,1,3,1,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-07,"Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",10,8,1,1,2,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-07,"Lasalle A",18.52258333,-72.38786111,"CDC LT",15,3,0,1,4,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-07,"Jean jean",18.47418056,-72.54289167,"CDC Gravid",9,2,4,0,4,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-07,"Jean jean",18.47418056,-72.54289167,"BG- Sentinel",19,4,6,4,4,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-07,"Jean jean",18.47418056,-72.54289167,"CDC LT",16,5,1,0,0,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-08,"Lasalle A",18.52258333,-72.38786111,"CDC Gravid",28,5,3,2,9,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-08,"Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",18,20,3,2,3,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-08,"Lasalle A",18.52258333,-72.38786111,"CDC LT",33,6,2,4,17,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-08,"Jean jean",18.47418056,-72.54289167,"CDC Gravid",39,7,3,0,15,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-08,"Jean jean",18.47418056,-72.54289167,"BG- Sentinel",20,2,1,3,13,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-08,"Jean jean",18.47418056,-72.54289167,"CDC LT",5,0,0,0,6,0,"2018-08",759475.837195981,2044412.12670641,168.155997956826,161.732433488388,26.4481051829393,2,0.0267222355095178,195.767306401563
2018-08-13,"Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",23,5,0,0,12,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-13,"Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",15,7,2,0,7,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-13,"Ti Cousin",18.46094444,-72.65405556,"CDC LT",22,3,0,0,13,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-13,"Derriere Rac",18.53883333,-72.53266667,"CDC Gravid",17,0,1,1,16,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-13,"Derriere Rac",18.53883333,-72.53266667,"BG- Sentinel",24,10,2,1,0,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-13,"Derriere Rac",18.53883333,-72.53266667,"CDC LT",6,0,0,0,6,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-14,"Ti Cousin",18.46094444,-72.65405556,"CDC Gravid",21,0,0,0,3,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-14,"Ti Cousin",18.46094444,-72.65405556,"BG- Sentinel",10,3,1,0,0,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-14,"Ti Cousin",18.46094444,-72.65405556,"CDC LT",18,0,0,0,6,0,"2018-08",747750.307775065,2042790.59277138,171.973220318318,152.684257156004,27.9273300203241,2.09999990463257,0.0168153544645611,18.8509374121828
2018-08-14,"Derriere Rac",18.53883333,-72.53266667,"CDC Gravid",15,10,1,3,2,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-14,"Derriere Rac",18.53883333,-72.53266667,"BG- Sentinel",9,11,3,0,6,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-14,"Derriere Rac",18.53883333,-72.53266667,"CDC LT",0,0,0,0,0,0,"2018-08",760458.243655763,2051585.49131137,163.853206450092,143.110034744025,27.6770975836433,2.09999990463257,1.08167739378662,28.0781060258482
2018-08-20,"Lasalle A",18.52258333,-72.38786111,"CDC Gravid",45,2,0,5,5,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-20,"Lasalle A",18.52258333,-72.38786111,"BG- Sentinel",21,4,0,21,2,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-20,"Lasalle A",18.52258333,-72.38786111,"CDC LT",25,2,0,3,3,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
2018-08-20,"Bethel City",18.51622222,-72.55702778,"CDC Gravid",36,2,2,2,0,0,"2018-08",757919.302772889,2049046.84480138,171.756444976851,142.980555190482,28.0874039286516,2.0874035358429,0.343495112724856,51.5087375342923
2018-08-20,"Bethel City",18.51622222,-72.55702778,"BG- Sentinel",60,8,0,1,0,0,"2018-08",757919.302772889,2049046.84480138,171.756444976851,142.980555190482,28.0874039286516,2.0874035358429,0.343495112724856,51.5087375342923
2018-08-20,"Bethel City",18.51622222,-72.55702778,"CDC LT",24,0,0,0,0,0,"2018-08",757919.302772889,2049046.84480138,171.756444976851,142.980555190482,28.0874039286516,2.0874035358429,0.343495112724856,51.5087375342923
2018-08-21,"Lasalle A",18.52258333,-72.38786111,"CDC Gravid",60,11,0,0,6,0,"2018-08",775778.667270234,2050001.74843232,149.958350258999,132.703139583117,27.4778312775095,2.12597680091858,4.1268572270877,118.297478685584
